open_time,open,high,low,close,close_time
1700006400000,35557.84534379,37973.59055237,35375.022351,37878.03578194,1700092799999
1700092800000,37878.78138194,37943.51852137,35515.47353956,36166.70269246,1700179199999
1700179200000,36166.57149266,36729.2384603,35874.13731326,36628.4700714,1700265599999
1700265600000,36627.69136523,36850.40339314,36213.34898666,36591.76640691,1700351999999
1700352000000,36591.50216074,37521.65854951,36410.18126224,37382.49564823,1700438399999
1700438400000,37382.87506371,37763.67207551,36795.88666446,37472.06458754,1700524799999
1700524800000,37472.01498754,37664.24600242,35758.42034776,35766.80530713,1700611199999
1700611200000,35763.63517081,37869.59075682,35660.90625369,37415.83420043,1700697599999
1700697600000,37417.02990545,37644.53825429,36897.25465013,37294.26379507,1700783999999
1700784000000,37294.74384667,38413.86165214,37256.42656548,37732.7279035,1700870399999
1700870400000,37733.18740142,37895.43953732,37605.35582406,37789.72008597,1700956799999
1700956800000,37789.72168597,37818.95819101,37158.19881868,37453.89759863,1701043199999
1701043200000,37453.89879894,37568.34823873,36735.3147614,37245.5385867,1701129599999
1701129600000,37245.49819654,38395.262434,36881.34994147,37830.12429437,1701215999999
1701216000000,37829.99803875,38423.40528718,37603.01533393,37859.44125351,1701302399999
1701302400000,37858.9153017,38147.39877783,37508.07555468,37727.68513673,1701388799999
1701388800000,37728.54111084,38980.96612027,37624.91486536,38697.77832495,1701475199999
1701475200000,38697.27665829,39708.7542975,38654.89740643,39463.53890245,1701561599999
1701561600000,39465.66590879,40202.79162913,39289.97986958,39976.97509509,1701647999999
1701648000000,39976.97691356,42400.98900895,39976.80237655,41978.27457786,1701734399999
1701734400000,41978.52327589,44481.0526109,41398.03152878,44088.43950492,1701820799999
1701820800000,44088.33619608,44282.71605113,43422.00356131,43774.9497116,1701907199999
1701907200000,43774.67074791,44057.44944835,42866.02422022,43290.38469956,1701993599999
1701993600000,43286.95003501,44719.75646602,43103.07747492,44183.50520003,1702079999999
1702080000000,44183.90258945,44366.98636103,43620.84685375,43733.43532267,1702166399999
1702166400000,43733.24600563,44049.24976673,43594.09998311,43799.36755269,1702252799999
1702252800000,43799.32321918,43815.70748825,40217.2057239,41247.8663488,1702339199999
1702339200000,41247.78774815,42087.66522853,40658.79725742,41480.35103297,1702425599999
1702425600000,41480.24887196,43453.36886938,40621.82260788,42887.76490458,1702511999999
1702512000000,42887.768953,43405.1461737,41616.34899551,43039.79426099,1702598399999
1702598400000,43038.53055812,43093.9477733,41681.98894996,41945.30970802,1702684799999
1702684800000,41945.05151402,42688.97977224,41646.52349979,42262.12335914,1702771199999
1702771200000,42262.10760179,42387.47794307,41255.08244295,41356.21812213,1702857599999
1702857600000,41356.67545524,42744.08534009,40523.49306226,42656.92974286,1702943999999
1702944000000,42656.56577157,43440.429203,41811.15870314,42276.90106892,1703030399999
1703030400000,42278.05528699,44299.83325075,42211.58750835,43675.73684613,1703116799999
1703116800000,43675.73684613,44250.93611421,43312.73675714,43877.05158398,1703203199999
1703203200000,43877.05241761,44422.45912681,43434.52934188,44013.41619034,1703289599999
1703289600000,44013.72206159,44029.78795524,43335.8612717,43737.1906273,1703375999999
1703376000000,43736.80396064,43967.24922492,42694.11857063,43027.01171679,1703462399999
1703462400000,43026.42110844,43823.41210161,42769.49246404,43595.85532709,1703548799999
1703548800000,43595.85699452,43611.02297317,41658.3206247,42525.83031823,1703635199999
1703635200000,42525.23788197,43695.80168689,42131.89492264,43468.05107826,1703721599999
1703721600000,43468.33929552,43815.34623632,42312.33084233,42591.34024487,1703807999999
1703808000000,42591.44326407,43134.87699147,41363.92825289,42085.42242324,1703894399999
1703894400000,42084.78402729,42608.4858527,41541.75705734,42159.18975205,1703980799999
1703980800000,42159.19808845,42880.63135214,41989.74268438,42286.04691209,1704067199999
1704067200000,42286.77696844,44209.99111799,42201.93945319,44197.16085688,1704153599999
1704153600000,44196.97411668,45911.26593156,44174.74236312,44972.1996496,1704239999999
1704240000000,44974.13704413,45521.11095743,40963.29785758,42864.41989078,1704326399999
1704326400000,42864.73988988,44797.4006862,42659.6554414,44199.94942271,1704412799999
1704412800000,44198.47303944,44350.37220936,42704.42448779,44182.75175663,1704499199999
1704499200000,44183.12885095,44251.27489458,43440.32008946,44000.54633295,1704585599999
1704585600000,43994.69981148,44498.38997856,43634.69943226,43951.50925723,1704671999999
1704672000000,43954.17567273,47288.55932044,43224.8348158,46985.99677838,1704758399999
1704758400000,46986.00749041,47929.28600478,45005.73347759,46121.36116172,1704844799999
1704844800000,46120.67932785,47688.05549629,44362.07569295,46658.9950377,1704931199999
1704931200000,46661.0227469,48971.42953478,45620.33037574,46346.17842836,1705017599999
1705017600000,46346.75343411,46510.43389086,41552.96091121,42784.08542829,1705103999999
1705104000000,42786.7487831,43242.51694099,42442.61000314,42844.54242318,1705190399999
1705190400000,42844.4776936,43067.95017671,41706.40578167,41709.93010539,1705276799999
1705276800000,41709.40003675,43332.39499363,41693.00138672,42502.41230997,1705363199999
1705363200000,42499.22498931,43566.81221579,42076.86205424,43137.80146245,1705449599999
1705449600000,43137.42143079,43191.68030647,42183.74618164,42747.91865129,1705535999999
1705536000000,42748.27865129,42891.22767802,40633.6202346,41298.10958983,1705622399999
1705622400000,41302.8762158,42159.9665054,40289.58551594,41644.1279802,1705708799999
1705708800000,41644.59798083,41858.96681361,41440.73052253,41692.71793709,1705795199999
1705795200000,41692.7196036,41877.4417898,41502.0429022,41581.29240835,1705881599999
1705881600000,41581.41285518,41682.01449851,39422.87796621,39536.99451862,1705967999999
1705968000000,39537.48906257,40155.53293304,38528.06799518,39887.07987648,1706054399999
1706054400000,39885.8710169,40530.44669012,39487.69675507,40086.92808327,1706140799999
1706140800000,40086.92141677,40288.35428538,39532.82574492,39950.80842993,1706227199999
1706227200000,39950.1450966,42226.8233455,39823.95975444,41817.10947546,1706313599999
1706313600000,41817.65856532,42194.64759973,41398.04570994,42124.20374769,1706399999999
1706400000000,42124.21208149,42826.26787249,41626.80363576,42032.02254416,1706486399999
1706486400000,42032.02254416,43306.58728377,41813.28405121,43302.97983896,1706572799999
1706572800000,43303.22983896,43838.27127767,42693.95981258,42946.80444891,1706659199999
1706659200000,42946.51444041,43731.81067139,42287.60998044,42557.82327372,1706745599999
1706745600000,42557.76659177,43257.78308243,41862.32042403,43077.4044278,1706831999999
1706832000000,43077.13178998,43457.10122802,42536.57086695,43185.0497265,1706918399999
1706918400000,43185.02973355,43358.00878201,42871.29603795,43003.67764157,1707004799999
1707004800000,43004.12264122,43102.5799622,42283.60003822,42572.97097066,1707091199999
1707091200000,42572.76763733,43527.4655226,42247.21321843,42667.64540258,1707177599999
1707177600000,42667.89296393,43357.09782202,42532.86272422,43090.69409053,1707263999999
1707264000000,43090.41909089,44375.16583043,42768.2946597,44336.68054191,1707350399999
1707350400000,44336.91969405,45597.92223299,44324.95095283,45292.01090692,1707436799999
1707436800000,45292.86090774,48188.87948648,45249.8015308,47155.10086688,1707523199999
1707523200000,47155.10086688,48175.67233951,46893.29217095,47771.229244,1707609599999
1707609600000,47771.86015309,48583.2748982,47596.80004282,48317.82552729,1707695999999
1707696000000,48318.18931547,50314.07777238,47717.33879766,49941.26747344,1707782399999
1707782400000,49941.07720027,50371.61334282,48344.6170295,49735.10878357,1707868799999
1707868800000,49734.56294963,52049.06210896,49277.67960029,51830.60005468,1707955199999
1707955200000,51831.44539574,52822.21605302,51346.917092,51924.17236037,1708041599999
1708041600000,51923.5456937,52572.97044697,51612.55612667,52153.07926969,1708127999999
1708128000000,52153.07760302,52193.37204301,50641.3059342,51654.92156159,1708214399999
1708214400000,51655.06058993,52388.67555943,51190.8280589,52134.67782063,1708300799999
1708300800000,52134.78731595,52487.75638778,51694.67888076,51772.44515338,1708387199999
1708387200000,51772.52776162,52954.94602163,50766.21673857,52252.32011761,1708473599999
1708473600000,52252.13755401,52356.22251372,50651.39676433,51850.1348753,1708559999999
1708560000000,51850.1348753,52036.83570415,50915.15180543,51262.62244935,1708646399999
1708646400000,51262.04780399,51518.29197773,50539.9698654,50739.8307987,1708732799999
1708732800000,50739.84828894,51692.38340342,50586.73528237,51579.64149496,1708819199999
1708819200000,51580.1278584,51955.01635539,51291.51248162,51724.11682764,1708905599999
1708905600000,51724.39675608,54915.65682844,50912.80677101,54498.68677185,1708991999999
